#frame;root_tx;root_ty;root_tz;root_rx;root_ry;root_rz;lowerback_rx;lowerback_ry;lowerback_rz;upperback_rx;upperback_ry;upperback_rz;thorax_rx;thorax_ry;thorax_rz;lowerneck_rx;lowerneck_ry;lowerneck_rz;upperneck_rx;upperneck_ry;upperneck_rz;head_rx;head_ry;head_rz;rshoulderjoint_rx;rshoulderjoint_ry;rshoulderjoint_rz;rhumerus_rx;rhumerus_ry;rhumerus_rz;rradius_rx;rradius_ry;rradius_rz;rwrist_rx;rwrist_ry;rwrist_rz;rhand_rx;rhand_ry;rhand_rz;lshoulderjoint_rx;lshoulderjoint_ry;lshoulderjoint_rz;lhumerus_rx;lhumerus_ry;lhumerus_rz;lradius_rx;lradius_ry;lradius_rz;lwrist_rx;lwrist_ry;lwrist_rz;lhand_rx;lhand_ry;lhand_rz;rfemur_rx;rfemur_ry;rfemur_rz;rtibia_rx;rtibia_ry;rtibia_rz;rfoot_rx;rfoot_ry;rfoot_rz;rtoes_rx;rtoes_ry;rtoes_rz;lfemur_rx;lfemur_ry;lfemur_rz;ltibia_rx;ltibia_ry;ltibia_rz;lfoot_rx;lfoot_ry;lfoot_rz;ltoes_rx;ltoes_ry;ltoes_rz;RANK_to_LANK_distance;height;alignment;v_lfemur_rx;v_ltibia_rx;v_lhumerus_rx;v_rfemur_rx;v_rtibia_rx;v_rhumerus_rx
20;34.4114;948.652;-157.069;91.4537;-69.4631;90.0243;-26.8088;-1.23733;-6.69646;-5.39028;-0.359744;1.43988;8.84894;-0.543338;5.33122;11.2627;-2.61542;-0.166799;7.04445;-3.7117;-3.50485;0.268335;-1.97071;-0.939442;1.29742;-2.16361;-41.9596;170.2;-51.0808;-171.157;34.2517;-2.51264e-013;-3.81667e-014;-2.1518e-013;-3.87703;2.06413e-013;9.08551;3.66884;-18.145;0.108405;0.193722;40.231;168.505;76.3247;179.817;37.4054;1.62208e-013;6.91771e-014;8.38116e-015;-5.02404;-7.74259e-014;18.1702;4.91372;-12.1414;-16.4922;12.7947;5.41119;-1.66979e-014;-1.43125e-014;3.47873e-015;-180.566;-54.1912;158.977;-3.49861e-014;6.24184e-014;6.91771e-014;-14.2941;-8.54624;-12.1348;-2.38542e-014;-9.54166e-015;-2.78299e-015;-6.81476;5.77039;10.3493;8.87574e-014;-1.31881e-014;-6.0033e-014;309;1580.31;0;0.0690002;-1.5903e-015;-0.0509949;0.0565987;9.5417e-015;-0.076004
21;35.0812;948.642;-156.587;91.5502;-69.5433;90.1007;-26.723;-1.23948;-6.72861;-5.3748;-0.354872;1.42377;8.8223;-0.539917;5.33267;11.2846;-2.61783;-0.14148;7.05849;-3.71334;-3.48684;0.269125;-1.97144;-0.93784;1.28472;-2.14694;-41.9064;170.15;-51.082;-171.078;34.2748;1.01778e-013;-4.29375e-014;3.36317e-013;-3.87457;-1.79316e-013;9.0753;3.69781;-18.193;0.09814;0.175245;40.2496;168.553;76.3188;179.827;37.4097;-1.08139e-013;-3.18055e-015;9.977e-014;-4.98715;1.26907e-013;18.2211;4.87922;-12.105;-16.4586;12.8126;5.36495;2.14687e-014;-3.18055e-015;-5.96354e-015;-180.704;-54.1704;159.072;6.83819e-014;1.20787e-013;-6.67916e-014;-14.2513;-8.52557;-12.196;9.54166e-015;7.95139e-015;3.97569e-016;-6.78712;5.7099;10.3492;-6.64935e-014;2.25558e-014;2.78299e-015;308.999;1580.3;0;0.0427999;3.33959e-014;0.0479889;0.0336018;3.81666e-014;-0.0500031
22;35.7022;948.626;-156.073;91.5887;-69.603;90.1251;-26.6754;-1.24985;-6.76342;-5.35612;-0.358993;1.42173;8.81983;-0.542142;5.34898;11.3004;-2.62363;-0.123192;7.05475;-3.71943;-3.49196;0.264836;-1.97396;-0.94203;1.28718;-2.15043;-41.9136;170.06;-51.1344;-171.017;34.2959;-7.31528e-014;6.83819e-014;-9.56376e-015;-3.89517;2.00839e-013;9.09721;3.69529;-18.2328;0.103557;0.184866;40.2565;168.373;76.319;179.633;37.4176;3.49861e-014;-1.90833e-014;-5.74695e-014;-5.00892;-7.82223e-014;18.271;4.90044;-12.0913;-16.4402;12.8107;5.32275;-1.19271e-014;-3.18055e-015;1.39149e-015;-180.83;-54.141;159.179;-1.43125e-014;-6.90031e-014;4.21423e-014;-14.2283;-8.52374;-12.2461;-6.36111e-015;-1.27222e-014;-1.19271e-015;-6.7661;5.72462;10.3502;5.52621e-014;-3.2464e-014;-6.04305e-014;309.011;1580.26;0;0.0229998;-1.59028e-014;-0.179993;0.0183983;-3.33958e-014;-0.0899963
23;36.3395;948.624;-155.423;91.6378;-69.6907;90.1447;-26.6036;-1.25883;-6.79067;-5.33467;-0.363612;1.41162;8.80834;-0.543803;5.3514;11.3285;-2.61961;-0.0947358;7.06484;-3.71185;-3.50307;0.262794;-1.96984;-0.950208;1.27226;-2.12838;-41.8793;170.005;-51.2195;-170.929;34.3161;-3.68944e-013;-1.39944e-013;4.31974e-013;-3.91628;2.12799e-013;9.12606;3.66078;-18.2665;0.108802;0.194284;40.2494;168.238;76.3261;179.459;37.4171;3.18055e-014;9.22361e-014;2.47451e-013;-5.04433;1.31708e-013;18.3199;4.93434;-12.0893;-16.3921;12.8053;5.26329;-7.95139e-016;1.74931e-014;3.37934e-015;-180.934;-54.1062;159.258;6.04305e-014;1.45411e-013;5.1684e-014;-14.1782;-8.5268;-12.3269;-7.15625e-015;-2.8625e-014;-8.74653e-015;-6.73646;5.63029;10.345;1.49089e-014;6.86925e-014;-4.53229e-014;308.982;1580.22;0;0.0501003;-7.9514e-016;-0.134995;0.0481014;1.1132e-014;-0.0549927
24;36.9872;948.596;-154.846;91.584;-69.7589;90.0851;-26.5538;-1.2747;-6.8158;-5.31809;-0.377189;1.40348;8.80374;-0.550074;5.35197;11.3627;-2.62961;-0.0698664;7.07166;-3.72357;-3.50384;0.258762;-1.97535;-0.95382;1.27665;-2.13824;-41.8496;169.92;-51.1451;-170.833;34.3394;2.8625e-014;-7.4743e-014;-7.0138e-014;-3.94045;-1.59405e-013;9.1095;3.76383;-18.3742;0.104746;0.186797;40.2816;168.065;76.3344;179.275;37.4161;8.5875e-014;5.08889e-014;1.00982e-013;-5.08334;-9.57934e-015;18.3639;4.97054;-12.1001;-16.358;12.7736;5.23403;3.49861e-014;1.59028e-015;-1.04859e-014;-181.028;-54.0801;159.314;7.15625e-014;3.13459e-013;-1.4551e-013;-14.1531;-8.55511;-12.369;3.65764e-014;-2.54444e-014;-7.95139e-015;-6.69903;5.63963;10.3423;-2.0604e-013;1.08195e-013;-9.97899e-014;308.981;1580.16;0;0.0250998;4.37326e-014;-0.173004;0.0340996;3.57812e-014;-0.0850067
25;37.6364;948.594;-154.123;91.4958;-69.8119;89.9974;-26.5252;-1.27943;-6.80799;-5.31073;-0.383608;1.3799;8.79853;-0.552144;5.31842;11.4044;-2.6467;-0.00893982;7.0912;-3.74096;-3.49897;0.256807;-1.98318;-0.961526;1.26168;-2.11597;-41.816;169.93;-51.1621;-170.828;34.3592;-3.75305e-013;-3.33958e-014;2.71e-014;-3.97916;3.67445e-013;9.12574;3.80827;-18.4441;0.0898703;0.15984;40.3471;167.959;76.3537;179.181;37.4219;1.49486e-013;1.02573e-013;-1.1774e-013;-5.04881;-2.55435e-014;18.4066;4.93863;-12.0981;-16.3375;12.7282;5.20083;4.77083e-015;9.54166e-015;-2.6339e-015;-181.089;-54.0397;159.364;5.40694e-014;2.12948e-014;3.18055e-015;-14.1453;-8.59651;-12.4119;7.15625e-015;-1.11319e-014;1.59028e-015;-6.65527;5.55358;10.3533;-4.14466e-014;-1.08089e-014;-7.51406e-014;308.958;1580.09;0;0.0078001;-2.94202e-014;-0.106003;0.0205002;-3.02153e-014;0.00999451
26;38.3017;948.566;-153.397;91.4305;-69.8736;89.9209;-26.4853;-1.30234;-6.82401;-5.30508;-0.410676;1.38294;8.78849;-0.564666;5.32182;11.4662;-2.64162;-0.0429626;7.09829;-3.74088;-3.47815;0.250417;-1.98444;-0.948614;1.24294;-2.08275;-41.8375;169.882;-51.2404;-170.788;34.3765;-1.65389e-013;5.40694e-014;-3.69848e-013;-4.00694;2.47097e-013;9.1751;3.81366;-18.4742;0.0930523;0.165563;40.3376;167.829;76.3802;179.023;37.4203;9.54166e-014;-1.43125e-014;-1.80413e-013;-5.09006;-1.55666e-013;18.4164;4.97591;-12.1042;-16.3112;12.6869;5.15531;-7.95139e-015;1.27222e-014;4.47266e-015;-181.161;-53.9996;159.419;-3.97569e-014;5.77469e-014;1.74931e-014;-14.1321;-8.63436;-12.4709;-1.59028e-014;3.18055e-015;-2.78299e-015;-6.60852;5.48847;10.3721;9.93923e-015;-3.03768e-015;-4.85035e-014;308.905;1580.06;0;0.0131998;-2.3059e-014;-0.130005;0.0263004;-1.27222e-014;-0.0479889
27;38.9832;948.54;-152.61;91.3215;-69.9584;89.8104;-26.4094;-1.31563;-6.83251;-5.30938;-0.430605;1.38924;8.74798;-0.572222;5.32657;11.5451;-2.6452;-0.0700071;7.12178;-3.75219;-3.46288;0.246019;-1.99168;-0.938167;1.22907;-2.0565;-41.874;169.891;-51.3482;-170.794;34.3878;-8.90555e-014;-7.31528e-014;3.34788e-014;-4.03596;-5.57981e-015;9.22649;3.82282;-18.489;0.070794;0.125877;40.3537;167.837;76.4227;179.049;37.422;8.26944e-014;2.70347e-014;5.30845e-014;-5.07096;-5.34836e-014;18.4516;4.95895;-12.1025;-16.2574;12.6341;5.12304;3.97569e-015;2.22639e-014;-2.28602e-015;-181.209;-53.9541;159.459;3.18055e-015;2.97929e-014;-1.43125e-014;-14.0987;-8.6837;-12.5237;7.95139e-016;-6.36111e-015;-9.54166e-015;-6.56199;5.41412;10.3733;-1.49089e-015;5.50137e-014;1.66979e-014;308.888;1580.03;0;0.0334005;1.66979e-014;0.00801086;0.0537987;1.19271e-014;0.00900269
28;39.6903;948.566;-151.773;91.2052;-70.0428;89.6928;-26.3559;-1.339;-6.84367;-5.28915;-0.460198;1.40698;8.74808;-0.58616;5.34304;11.5794;-2.63542;-0.114245;7.13995;-3.74628;-3.4463;0.247701;-1.99054;-0.925571;1.21358;-2.02775;-41.9091;169.857;-51.4056;-170.752;34.397;-5.1525e-013;-2.81479e-013;1.83339e-013;-4.0479;1.30729e-013;9.28333;3.83275;-18.5;0.0786059;0.139966;40.3189;167.577;76.441;178.789;37.4269;4.73903e-013;3.37934e-013;9.73882e-014;-5.07185;-2.63427e-014;18.4977;4.95943;-12.1048;-16.2055;12.578;5.08797;2.06736e-014;2.06736e-014;-1.16786e-014;-181.311;-53.9062;159.533;7.95139e-014;1.8154e-013;-5.32743e-014;-14.0693;-8.73631;-12.5801;2.3059e-014;-1.11319e-014;-1.55052e-014;-6.50353;5.31577;10.391;-1.30999e-013;1.09325e-013;4.77083e-015;308.844;1580.02;0;0.0293999;2.22639e-014;-0.26001;0.0519009;1.66979e-014;-0.0340118
29;40.4652;948.601;-150.907;91.1029;-70.1262;89.5727;-26.2778;-1.35614;-6.86674;-5.28222;-0.479109;1.40356;8.71891;-0.593854;5.34576;11.6337;-2.63991;-0.117378;7.15148;-3.75501;-3.43094;0.242994;-1.9955;-0.919367;1.20316;-2.01203;-41.8876;169.836;-51.468;-170.686;34.4073;5.1525e-013;1.97194e-013;3.98582e-013;-4.08557;-2.29583e-013;9.31681;3.86957;-18.5179;0.080415;0.143221;40.3131;167.305;76.4755;178.514;37.4283;-5.21611e-013;-2.64781e-013;1.87612e-014;-5.13913;2.17151e-013;18.5418;5.02292;-12.1009;-16.1598;12.5205;5.03278;-4.29375e-014;2.06736e-014;9.31803e-015;-181.394;-53.8558;159.6;-7.4743e-014;-1.54729e-013;1.59028e-013;-14.0411;-8.78949;-12.6535;-4.45278e-014;-9.54166e-015;-5.1684e-015;-6.43171;5.23537;10.3937;2.30491e-013;-4.18193e-014;-1.63003e-014;308.826;1580.01;0;0.0282001;-6.75868e-014;-0.272003;0.0457001;-6.36111e-014;-0.0209961
30;41.2951;948.652;-149.981;90.9899;-70.2027;89.4758;-26.2074;-1.36781;-6.86135;-5.27423;-0.500709;1.42521;8.6955;-0.602688;5.3595;11.6701;-2.63266;-0.123885;7.1826;-3.74767;-3.4492;0.2468;-1.99299;-0.924058;1.19671;-1.99936;-41.9113;169.805;-51.5328;-170.625;34.4125;9.85972e-014;2.38542e-014;2.02482e-013;-4.0959;-6.53683e-014;9.36473;3.8659;-18.534;0.0793978;0.141661;40.2696;167.124;76.5001;178.319;37.4259;-6.67916e-014;2.8625e-014;5.18911e-015;-5.12105;1.25337e-013;18.6025;5.0066;-12.0675;-16.126;12.4695;5.00464;-4.77083e-015;2.70347e-014;-4.96962e-016;-181.459;-53.8045;159.65;5.56597e-014;1.73589e-013;6.2816e-014;-14.0302;-8.8358;-12.6978;3.18055e-015;-7.95139e-015;-1.15295e-014;-6.36022;5.10066;10.4104;1.69961e-014;6.34123e-014;3.26007e-014;308.77;1579.99;0;0.0108995;4.77084e-014;-0.181;0.0338001;3.81667e-014;-0.0310059
31;42.2026;948.695;-148.974;90.883;-70.2779;89.3691;-26.1189;-1.36457;-6.85949;-5.2752;-0.501637;1.42458;8.64961;-0.60058;5.35675;11.7129;-2.6435;-0.112699;7.21056;-3.76272;-3.4406;0.248517;-2.00115;-0.922448;1.20171;-2.0078;-41.9102;169.81;-51.5551;-170.593;34.4193;-2.38542e-013;-3.49861e-014;-2.64672e-013;-4.12551;1.92923e-013;9.39656;3.9144;-18.5803;0.0544548;0.0971792;40.2643;166.973;76.5296;178.182;37.4239;1.33583e-013;-6.91771e-014;-2.53464e-014;-5.10972;-2.73022e-013;18.6746;4.99714;-12.0266;-16.0965;12.4131;4.95427;-2.8625e-014;-5.40694e-014;1.10139e-014;-181.559;-53.7443;159.736;-1.7175e-013;-5.51478e-013;8.74653e-015;-14.0235;-8.88569;-12.7595;-2.14687e-014;2.06736e-014;1.19271e-014;-6.27736;4.98655;10.4219;1.06648e-013;-1.61544e-013;-1.00187e-013;308.773;1579.99;0;0.00669956;-2.46492e-014;-0.150986;0.0294991;-2.38542e-014;0.00500488
32;43.1797;948.741;-147.934;90.7925;-70.3738;89.2961;-25.9847;-1.3541;-6.8306;-5.27949;-0.503361;1.42408;8.57689;-0.596901;5.33783;11.7538;-2.64481;-0.0931924;7.23362;-3.76407;-3.431;0.249062;-2.00214;-0.922348;1.20601;-2.01592;-41.8985;169.79;-51.6038;-170.539;34.4252;2.98972e-013;6.36111e-014;1.59445e-013;-4.14605;-2.25615e-013;9.45018;3.93742;-18.6142;0.0554689;0.0989838;40.2656;166.683;76.5761;177.901;37.4166;-2.63986e-013;-1.74135e-013;1.98177e-013;-5.09772;6.62586e-014;18.7467;4.98528;-11.9931;-16.0531;12.3689;4.91998;-2.46493e-014;1.11319e-014;6.38596e-015;-181.685;-53.6814;159.845;-4.77083e-015;-9.24846e-014;1.17681e-013;-14.0135;-8.92618;-12.8197;-1.98785e-014;-2.54444e-014;-1.98785e-015;-6.15486;4.69927;10.4667;1.29309e-013;-2.2208e-014;-6.16232e-014;308.611;1579.97;0;0.0100002;1.5902e-015;-0.290009;0.0433998;3.9757e-015;-0.0200043
33;44.2562;948.746;-146.869;90.7083;-70.4893;89.2459;-25.8131;-1.33944;-6.80169;-5.28401;-0.504184;1.44958;8.48489;-0.59208;5.34827;11.7823;-2.65228;-0.101754;7.26671;-3.77637;-3.43845;0.254747;-2.00954;-0.922795;1.20504;-2.01201;-41.9274;169.8;-51.6627;-170.508;34.4283;-1.59028e-014;6.20208e-014;-1.91349e-013;-4.20689;1.14809e-013;9.50743;3.9833;-18.6353;0.0342681;0.0612549;40.2241;166.6;76.6094;177.826;37.4134;-9.54166e-014;-9.06458e-014;-3.45259e-014;-5.08986;-3.19315e-014;18.8312;4.97984;-11.9776;-15.9959;12.3342;4.90446;1.98785e-014;4.77083e-015;-2.06239e-015;-181.785;-53.6245;159.923;6.83819e-014;-3.29983e-014;-3.49861e-014;-13.988;-8.95903;-12.8717;1.11319e-014;-1.59028e-014;1.59028e-015;-6.03465;4.37249;10.5087;-4.41302e-014;-2.11209e-014;-9.14409e-014;308.385;1579.93;0;0.0255003;3.10104e-014;-0.0829926;0.0572004;4.45278e-014;0.0100098
34;45.3875;948.731;-145.692;90.7249;-70.5903;89.252;-25.6481;-1.32151;-6.7898;-5.29749;-0.493757;1.44371;8.38423;-0.581826;5.33681;11.8426;-2.66411;-0.0671856;7.26675;-3.78999;-3.44386;0.244097;-2.0156;-0.928957;1.19765;-2.00046;-41.9173;169.81;-51.7343;-170.468;34.439;1.27222e-013;1.1291e-013;-3.17328e-013;-4.22501;2.47165e-014;9.58047;3.9789;-18.6533;0.00953308;0.0170374;40.2287;166.598;76.6457;177.836;37.4083;-1.04958e-013;-1.63003e-013;-2.67449e-014;-5.14382;-1.29333e-013;18.9139;5.03029;-11.9997;-15.9628;12.314;4.82786;-2.3059e-014;-4.92986e-014;1.30452e-014;-181.922;-53.5574;160.036;-1.22451e-013;-3.48494e-013;4.37326e-014;-13.9787;-8.97743;-12.9829;-2.70347e-014;2.06736e-014;9.14409e-015;-5.89851;4.07471;10.5583;8.71671e-014;-1.21824e-013;-1.06151e-013;308.062;1579.86;0;0.00930023;-3.81666e-014;-0.0019989;0.0331001;-4.29375e-014;0.00999451
35;46.6481;948.672;-144.493;90.7734;-70.7126;89.3423;-25.4412;-1.28195;-6.72544;-5.30065;-0.471179;1.44821;8.27232;-0.56398;5.31022;11.8498;-2.66532;-0.0201182;7.29176;-3.7866;-3.44136;0.249921;-2.01349;-0.936286;1.19998;-2.00428;-41.9181;169.784;-51.7462;-170.415;34.4466;1.07821e-012;4.78673e-013;-6.6977e-014;-4.26348;-4.32161e-013;9.64283;4.03171;-18.6853;-0.00739894;-0.0132036;40.2652;166.507;76.6666;177.79;37.4041;-8.14222e-013;-5.02528e-013;-2.34354e-013;-5.2449;1.6848e-013;18.9898;5.127;-12.0404;-15.9224;12.3225;4.79974;-4.13472e-014;3.18055e-014;1.50579e-014;-182.103;-53.4916;160.178;-2.8625e-014;-1.95977e-013;1.55052e-013;-13.9612;-8.96868;-13.0557;-2.8625e-014;-1.90833e-014;4.77083e-015;-5.71278;3.75556;10.6357;2.08525e-013;-6.78508e-014;-1.07344e-014;307.654;1579.8;0;0.0174999;-1.5903e-015;-0.0910034;0.0403996;-1.82882e-014;-0.026001
36;47.9839;948.548;-143.254;90.8424;-70.8309;89.492;-25.2095;-1.23794;-6.62165;-5.30266;-0.456721;1.48126;8.15049;-0.548982;5.28995;11.8128;-2.65807;-0.0257953;7.31069;-3.77694;-3.43307;0.262215;-2.00937;-0.933776;1.22692;-2.04985;-41.9115;169.648;-51.6865;-170.223;34.4577;-1.145e-013;-1.65389e-013;2.43999e-013;-4.29996;-1.25189e-013;9.67129;4.14131;-18.7447;0.0187848;0.0335999;40.2084;166.173;76.6877;177.451;37.3956;2.13097e-013;1.91628e-013;1.81058e-013;-5.25398;6.54765e-014;19.082;5.1362;-12.0858;-15.8938;12.35;4.80563;3.81667e-014;-1.59028e-015;-1.09829e-014;-182.254;-53.4298;160.293;8.42847e-014;3.03793e-013;-1.07344e-013;-14.2687;-8.93964;-13.0955;0.697981;-7.95139e-015;-9.54166e-015;-5.92419;3.43843;10.6913;-1.88696e-013;1.00538e-013;-5.88403e-014;307.212;1579.7;0;-0.3075;0.697981;-0.334;0.0286007;7.95139e-014;-0.136002
37;49.3646;948.395;-142.013;91.0919;-70.9498;89.7808;-24.9862;-1.18132;-6.56459;-5.29487;-0.410863;1.50234;8.03915;-0.520397;5.29324;11.7964;-2.66152;-0.00635292;7.26595;-3.77787;-3.43724;0.250219;-2.00795;-0.938032;1.2595;-2.10424;-41.9126;169.513;-51.7834;-170.049;34.4728;6.20208e-013;1.19271e-013;2.15304e-013;-4.33708;-4.88022e-013;9.7649;4.12369;-18.7341;0.0166197;0.029756;40.1848;166.027;76.6813;177.317;37.3839;-3.53042e-013;-1.7016e-013;1.4893e-013;-5.30069;1.74085e-013;19.1414;5.18007;-12.1357;-15.8797;12.4209;4.75689;-2.10712e-014;3.18055e-014;7.95139e-015;-182.455;-53.3671;160.441;6.36111e-014;-8.07066e-014;1.35969e-013;-15.7835;-8.85943;-13.1844;4.02873;-2.22639e-014;2.38542e-015;-7.53487;3.45577;10.6547;1.1127e-013;-2.1798e-014;-3.02153e-014;306.787;1579.55;0;-1.5148;3.33075;-0.146011;0.0141001;-5.92379e-014;-0.134995
38;50.8526;948.195;-140.732;91.3805;-71.065;90.1649;-24.7388;-1.10305;-6.44927;-5.30226;-0.354593;1.52825;7.8972;-0.48452;5.27069;11.7706;-2.67048;0.052269;7.24706;-3.7814;-3.44887;0.246784;-2.00759;-0.951449;1.27511;-2.13238;-41.8884;169.449;-51.8473;-169.914;34.4881;2.63986e-013;4.77083e-015;-3.18981e-014;-4.36486;-2.91867e-013;9.84222;4.1531;-18.7439;-0.00432774;-0.007751;40.1767;166.117;76.678;177.416;37.382;-9.22361e-014;-4.21423e-014;8.18534e-015;-5.31313;4.47199e-014;19.1956;5.1917;-12.1865;-15.8834;12.5217;4.7584;1.31198e-014;-6.36111e-015;1.68967e-015;-182.659;-53.3083;160.595;-1.59028e-014;-1.1532e-013;-6.2816e-014;-16.5704;-8.75415;-13.217;5.75812;1.43125e-014;6.36111e-015;-8.30987;3.27846;10.6627;-8.83598e-014;-2.46493e-014;0;306.396;1579.4;0;-0.786901;1.72939;0.0900116;-0.00370026;3.4191e-014;-0.0639954
39;52.3433;947.984;-139.479;91.8482;-71.1926;90.713;-24.4847;-1.0186;-6.3535;-5.30345;-0.284137;1.5499;7.75673;-0.44234;5.25859;11.7507;-2.68462;0.106429;7.20688;-3.79266;-3.44215;0.236133;-2.01069;-0.957846;1.28216;-2.1455;-41.8728;169.379;-51.9749;-169.803;34.5069;3.81667e-013;1.7334e-013;3.68449e-013;-4.41848;-1.25209e-013;9.94073;4.16382;-18.7388;-0.0258721;-0.0462848;40.2042;166.34;76.666;177.657;37.3727;-5.05708e-013;-2.64781e-013;9.90325e-014;-5.37415;2.02058e-013;19.2376;5.2474;-12.2544;-15.8819;12.6752;4.73935;-5.40694e-014;3.18055e-015;1.35174e-014;-182.875;-53.2504;160.76;-8.26944e-014;-2.9435e-013;1.7334e-013;-17.1322;-8.59591;-13.265;7.05944;9.54166e-015;-2.38542e-015;-8.90019;3.18808;10.6495;2.7308e-013;-5.88356e-014;1.98785e-015;306.138;1579.24;0;-0.5618;1.30132;0.222992;0.00150013;-6.71892e-014;-0.0700073
40;53.83;947.745;-138.174;92.3841;-71.3071;91.317;-24.2434;-0.938166;-6.25939;-5.29954;-0.216558;1.56874;7.62884;-0.402169;5.24311;11.7237;-2.68147;0.190354;7.15781;-3.77657;-3.47005;0.222776;-1.99906;-0.980967;1.29891;-2.1766;-41.8374;169.222;-52.0186;-169.598;34.5277;-1.94014e-013;-9.85972e-014;-9.41117e-014;-4.46302;5.02461e-014;10.0142;4.23507;-18.7722;-0.032368;-0.0579033;40.2053;166.57;76.6399;177.895;37.3611;2.70347e-013;1.55052e-013;-1.15017e-013;-5.43583;-8.22693e-014;19.3021;5.30735;-12.3237;-15.8926;12.842;4.69779;2.82274e-014;-1.59028e-014;-7.35503e-015;-183.095;-53.1891;160.92;6.99722e-014;-9.98893e-015;-5.96354e-014;-17.5445;-8.41955;-13.3272;8.02194;9.54166e-015;2.38542e-015;-9.32518;3.06474;10.6386;-1.21532e-013;2.9181e-015;-1.39149e-014;305.954;1579.08;0;-0.4123;0.9625;0.230011;-0.0107002;8.22968e-014;-0.156998
41;55.338;947.506;-136.863;92.9838;-71.4155;92.0144;-24.0214;-0.849934;-6.15196;-5.28296;-0.140674;1.60089;7.52393;-0.358836;5.23712;11.6521;-2.69327;0.254029;7.12165;-3.78202;-3.47318;0.221259;-1.99908;-0.992983;1.31991;-2.21457;-41.8063;169.042;-52.096;-169.384;34.5513;2.8625e-014;4.77083e-014;1.03689e-013;-4.50609;6.54035e-014;10.1091;4.25525;-18.8044;-0.0351501;-0.0628531;40.2158;166.75;76.5953;178.114;37.3584;-3.18055e-015;3.97569e-015;-8.34797e-014;-5.52431;4.79309e-015;19.3767;5.3935;-12.3931;-15.9167;13.0362;4.67975;-9.54166e-015;7.95139e-015;4.67144e-015;-183.316;-53.1295;161.082;-1.59028e-014;-1.54008e-013;3.81667e-014;-17.8537;-8.21973;-13.3536;8.77067;1.59028e-015;3.18055e-015;-9.66266;3.09847;10.6112;3.70236e-014;-2.9372e-014;8.34896e-015;305.904;1578.93;0;-0.3092;0.74873;0.179993;-0.0241003;-3.77691e-014;-0.179993
42;56.8749;947.275;-135.554;93.5965;-71.5115;92.695;-23.8036;-0.771162;-6.06513;-5.26984;-0.0694089;1.60894;7.41781;-0.317949;5.21438;11.5931;-2.70176;0.34066;7.07991;-3.78116;-3.45692;0.216084;-1.99536;-1.00277;1.34328;-2.25771;-41.7627;168.834;-52.1393;-169.18;34.5693;-9.85972e-014;-1.01778e-013;5.29657e-013;-4.57174;-1.91442e-014;10.1924;4.32691;-18.8827;-0.0507197;-0.09058;40.2464;167.133;76.5374;178.514;37.3475;1.27222e-014;9.78021e-014;2.71211e-013;-5.5275;1.68558e-013;19.4827;5.39652;-12.4557;-15.9537;13.2224;4.63094;-6.36111e-015;2.70347e-014;8.94531e-016;-183.541;-53.0687;161.251;4.45278e-014;2.51686e-013;6.44062e-014;-18.0923;-8.02735;-13.4068;9.33848;-3.18055e-015;-5.56597e-015;-9.89814;3.0828;10.6067;1.37161e-014;2.93363e-014;3.73715e-014;305.828;1578.8;0;-0.2386;0.56781;0.382996;-0.0369997;3.18055e-015;-0.208008
43;58.3966;947.12;-134.28;94.2825;-71.5669;93.3784;-23.6294;-0.719667;-6.06379;-5.27185;-0.0122768;1.61799;7.31822;-0.286022;5.2381;11.5855;-2.70734;0.379297;7.01275;-3.78339;-3.4422;0.19567;-1.99383;-1.00399;1.34733;-2.26417;-41.7666;168.652;-52.2111;-169.038;34.5819;2.79889e-013;-6.52014e-014;1.73913e-013;-4.64939;-4.14837e-013;10.2898;4.39645;-18.9826;-0.0483912;-0.0865333;40.2148;167.469;76.4972;178.846;37.3472;-2.8625e-014;2.06736e-014;1.30034e-013;-5.61944;7.4305e-014;19.5714;5.48113;-12.5248;-16.034;13.4057;4.50045;-1.31198e-014;-1.90833e-014;2.78299e-015;-183.776;-53.0096;161.417;-4.45278e-014;5.41191e-014;3.81667e-014;-18.2811;-7.83411;-13.5205;9.72069;7.95139e-015;3.18055e-015;-10.0453;3.0566;10.5975;6.95746e-016;-3.18366e-016;-1.98785e-014;305.821;1578.72;0;-0.188799;0.38221;0.335999;-0.0803003;-6.75869e-015;-0.182007
44;59.947;947.034;-133.01;94.9504;-71.5819;94.0282;-23.5079;-0.667869;-6.08777;-5.27681;0.0564152;1.59432;7.24069;-0.249831;5.24393;11.5558;-2.7326;0.528792;6.9774;-3.79804;-3.45289;0.185526;-1.99654;-1.03192;1.36275;-2.29514;-41.7114;168.477;-52.2701;-168.913;34.5874;2.63986e-013;1.20861e-013;8.29797e-014;-4.75267;-9.17564e-014;10.3934;4.4971;-19.0971;-0.0746302;-0.133126;40.2749;167.904;76.4393;179.33;37.3396;-3.59403e-013;-1.9799e-013;1.56628e-013;-5.72411;1.40646e-013;19.67;5.5824;-12.5816;-16.1551;13.576;4.34534;-3.65764e-014;2.06736e-014;8.74653e-015;-184.01;-52.9434;161.598;-7.4743e-014;1.96051e-014;1.34378e-013;-18.4371;-7.65221;-13.6441;9.94435;-1.59028e-014;-5.56597e-015;-10.1024;3.00884;10.5991;2.00922e-013;-1.67414e-014;1.78906e-014;305.803;1578.7;0;-0.156;0.22366;0.435013;-0.121099;-2.34566e-014;-0.174988
